Дата      ;Уровень;Уровень;Уровень;Темпер.;КСВО          ;
14.05.2008; 605   ; 605   ; 605   ;       ;29            ;
15.05.2008; 604   ; 604   ; 604   ;       ;29            ;
16.05.2008; 600   ; 600   ; 600   ;       ;29            ;
17.05.2008; 594   ; 594   ; 594   ;       ;29            ;
18.05.2008; 598   ; 598   ; 598   ;       ;29            ;
19.05.2008; 600   ; 600   ; 600   ;       ;29            ;
20.05.2008; 602   ; 602   ; 602   ;       ;29            ;
21.05.2008; 606   ; 606   ; 606   ;       ;29            ;
22.05.2008; 603   ; 603   ; 603   ;       ;29            ;
23.05.2008; 600   ; 600   ; 600   ;       ;29            ;
24.05.2008; 600   ; 600   ; 600   ;       ;29            ;
25.05.2008; 601   ; 601   ; 601   ;       ;30            ;
26.05.2008; 604   ; 604   ; 604   ;       ;29            ;
27.05.2008; 596   ; 596   ; 596   ;       ;29            ;
28.05.2008; 593   ; 593   ; 593   ;       ;29            ;
29.05.2008; 596   ; 596   ; 596   ;       ;29            ;
30.05.2008; 604   ; 604   ; 604   ;       ;29            ;
31.05.2008; 608   ; 608   ; 608   ;       ;29            ;
01.06.2008; 610   ; 610   ; 610   ;       ;29            ;
02.06.2008; 617   ; 617   ; 617   ;       ;29            ;
03.06.2008; 624   ; 624   ; 624   ;       ;29            ;
04.06.2008; 629   ; 629   ; 629   ;       ;29            ;
05.06.2008; 632   ; 632   ; 632   ;       ;29            ;
06.06.2008; 632   ; 632   ; 632   ;       ;29            ;
07.06.2008; 630   ; 630   ; 630   ;       ;29            ;
08.06.2008; 628   ; 628   ; 628   ;       ;29            ;
09.06.2008; 626   ; 626   ; 626   ;       ;29            ;
10.06.2008; 625   ; 625   ; 625   ;       ;29            ;
11.06.2008; 619   ; 619   ; 619   ;       ;29            ;
12.06.2008; 617   ; 617   ; 617   ;       ;29            ;
13.06.2008; 621   ; 621   ; 621   ;       ;29            ;
14.06.2008; 629   ; 629   ; 629   ;       ;29            ;
15.06.2008; 631   ; 631   ; 631   ;       ;29            ;
16.06.2008; 629   ; 629   ; 629   ;       ;29            ;
17.06.2008; 624   ; 624   ; 624   ;       ;29            ;
18.06.2008; 616   ; 616   ; 616   ;       ;29            ;
19.06.2008; 610   ; 610   ; 610   ;       ;29            ;
20.06.2008; 600   ; 600   ; 600   ;       ;29            ;
21.06.2008; 593   ; 593   ; 593   ;       ;29            ;
22.06.2008; 587   ; 587   ; 587   ;       ;29            ;
23.06.2008; 583   ; 583   ; 583   ;       ;29            ;
24.06.2008; 581   ; 581   ; 581   ;       ;29            ;
25.06.2008; 577   ; 577   ; 577   ;       ;29            ;
26.06.2008; 571   ; 571   ; 571   ;       ;29            ;
27.06.2008; 567   ; 567   ; 567   ;       ;29            ;
28.06.2008; 562   ; 562   ; 562   ;       ;29            ;
29.06.2008; 553   ; 553   ; 553   ;       ;29            ;
30.06.2008; 545   ; 545   ; 545   ;       ;29            ;
01.07.2008; 538   ; 538   ; 538   ;       ;29            ;
02.07.2008; 533   ; 533   ; 533   ;       ;29            ;
03.07.2008; 528   ; 528   ; 528   ;       ;29            ;
04.07.2008; 525   ; 525   ; 525   ;       ;29            ;
05.07.2008; 521   ; 521   ; 521   ;       ;29            ;
06.07.2008; 519   ; 519   ; 519   ;       ;29            ;
07.07.2008; 518   ; 518   ; 518   ;       ;29            ;
08.07.2008; 516   ; 516   ; 516   ;       ;29            ;
09.07.2008; 515   ; 515   ; 515   ;       ;29            ;
10.07.2008; 513   ; 513   ; 513   ;       ;29            ;
11.07.2008; 515   ; 515   ; 515   ;       ;29            ;
12.07.2008; 521   ; 521   ; 521   ;       ;29            ;
13.07.2008; 526   ; 526   ; 526   ;       ;29            ;
14.07.2008; 527   ; 527   ; 527   ;       ;29            ;
15.07.2008; 527   ; 527   ; 527   ;       ;29            ;
16.07.2008; 527   ; 527   ; 527   ;       ;29            ;
17.07.2008; 527   ; 527   ; 527   ;       ;29            ;
18.07.2008; 538   ; 538   ; 538   ;       ;29            ;
19.07.2008; 557   ; 557   ; 557   ;       ;29            ;
20.07.2008; 591   ; 591   ; 591   ;       ;29            ;
21.07.2008; 626   ; 626   ; 626   ;       ;29            ;
22.07.2008; 653   ; 653   ; 653   ;       ;29            ;
23.07.2008; 671   ; 671   ; 671   ;       ;29            ;
24.07.2008; 683   ; 683   ; 683   ;       ;29            ;
25.07.2008; 686   ; 686   ; 686   ;       ;29            ;
26.07.2008; 686   ; 686   ; 686   ;       ;29            ;
27.07.2008; 685   ; 685   ; 685   ;       ;29            ;
28.07.2008; 682   ; 682   ; 682   ;       ;29            ;
29.07.2008; 679   ; 679   ; 679   ;       ;29            ;
30.07.2008; 674   ; 674   ; 674   ;       ;29            ;
31.07.2008; 664   ; 664   ; 664   ;       ;29            ;
01.08.2008; 650   ; 650   ; 650   ;       ;29            ;
02.08.2008; 648   ; 648   ; 648   ;       ;29            ;
03.08.2008; 645   ; 645   ; 645   ;       ;30            ;
04.08.2008; 647   ; 647   ; 647   ;       ;29            ;
05.08.2008; 652   ; 652   ; 652   ;       ;29            ;
06.08.2008; 662   ; 662   ; 662   ;       ;29            ;
07.08.2008; 679   ; 679   ; 679   ;       ;29            ;
08.08.2008; 689   ; 689   ; 689   ;       ;29            ;
09.08.2008; 694   ; 694   ; 694   ;       ;29            ;
10.08.2008; 695   ; 695   ; 695   ;       ;29            ;
11.08.2008; 695   ; 695   ; 695   ;       ;30            ;
12.08.2008; 697   ; 697   ; 697   ;       ;29            ;
13.08.2008; 698   ; 698   ; 698   ;       ;29            ;
14.08.2008; 694   ; 694   ; 694   ;       ;29            ;
15.08.2008; 692   ; 692   ; 692   ;       ;29            ;
16.08.2008; 685   ; 685   ; 685   ;       ;29            ;
17.08.2008; 679   ; 679   ; 679   ;       ;29            ;
18.08.2008; 677   ; 677   ; 677   ;       ;29            ;
19.08.2008; 676   ; 676   ; 676   ;       ;29            ;
20.08.2008; 674   ; 674   ; 674   ;       ;29            ;
21.08.2008; 670   ; 670   ; 670   ;       ;29            ;
22.08.2008; 667   ; 667   ; 667   ;       ;29            ;
23.08.2008; 662   ; 662   ; 662   ;       ;29            ;
24.08.2008; 658   ; 658   ; 658   ;       ;29            ;
25.08.2008; 650   ; 650   ; 650   ;       ;29            ;
26.08.2008; 640   ; 640   ; 640   ;       ;29            ;
27.08.2008; 629   ; 629   ; 629   ;       ;29            ;
28.08.2008; 619   ; 619   ; 619   ;       ;29            ;
29.08.2008; 611   ; 611   ; 611   ;       ;29            ;
30.08.2008; 602   ; 602   ; 602   ;       ;29            ;
31.08.2008; 596   ; 596   ; 596   ;       ;29            ;
01.09.2008; 586   ; 586   ; 586   ;       ;29            ;
02.09.2008; 581   ; 581   ; 581   ;       ;29            ;
03.09.2008; 579   ; 579   ; 579   ;       ;29            ;
04.09.2008; 576   ; 576   ; 576   ;       ;29            ;
05.09.2008; 573   ; 573   ; 573   ;       ;29            ;
06.09.2008; 571   ; 571   ; 571   ;       ;29            ;
07.09.2008; 569   ; 569   ; 569   ;       ;29            ;
08.09.2008; 576   ; 576   ; 576   ;       ;29            ;
09.09.2008; 579   ; 579   ; 579   ;       ;30            ;
10.09.2008; 576   ; 576   ; 576   ;       ;29            ;
11.09.2008; 576   ; 576   ; 576   ;       ;29            ;
12.09.2008; 582   ; 582   ; 582   ;       ;29            ;
13.09.2008; 593   ; 593   ; 593   ;       ;29            ;
14.09.2008; 608   ; 608   ; 608   ;       ;29            ;
15.09.2008; 625   ; 625   ; 625   ;       ;29            ;
16.09.2008; 638   ; 638   ; 638   ;       ;29            ;
17.09.2008; 645   ; 645   ; 645   ;       ;29            ;
18.09.2008; 647   ; 647   ; 647   ;       ;29            ;
19.09.2008; 649   ; 649   ; 649   ;       ;29            ;
20.09.2008; 649   ; 649   ; 649   ;       ;29            ;
21.09.2008; 650   ; 650   ; 650   ;       ;30            ;
22.09.2008; 646   ; 646   ; 646   ;       ;29            ;
23.09.2008; 647   ; 647   ; 647   ;       ;30            ;
24.09.2008; 648   ; 648   ; 648   ;       ;30            ;
25.09.2008; 643   ; 643   ; 643   ;       ;29            ;
26.09.2008; 642   ; 642   ; 642   ;       ;29            ;
27.09.2008; 647   ; 647   ; 647   ;       ;29            ;
28.09.2008; 654   ; 654   ; 654   ;       ;29            ;
29.09.2008; 663   ; 663   ; 663   ;       ;29            ;
30.09.2008; 674   ; 674   ; 674   ;       ;29            ;
01.10.2008; 679   ; 679   ; 679   ;       ;29            ;
02.10.2008; 680   ; 680   ; 680   ;       ;29            ;
03.10.2008; 676   ; 676   ; 676   ;       ;29            ;
04.10.2008; 672   ; 672   ; 672   ;       ;29            ;
05.10.2008; 671   ; 671   ; 671   ;       ;29            ;
06.10.2008; 668   ; 668   ; 668   ;       ;29            ;
07.10.2008; 664   ; 664   ; 664   ;       ;29            ;
08.10.2008; 658   ; 658   ; 658   ;       ;29            ;
09.10.2008; 650   ; 650   ; 650   ;       ;30            ;
10.10.2008; 648   ; 648   ; 648   ;       ;29            ;
11.10.2008; 643   ; 643   ; 643   ;       ;29            ;
12.10.2008; 638   ; 638   ; 638   ;       ;30            ;
13.10.2008; 623   ; 623   ; 623   ;       ;29            ;
14.10.2008; 617   ; 617   ; 617   ;       ;29            ;
15.10.2008; 612   ; 612   ; 612   ;       ;29            ;
16.10.2008; 606   ; 606   ; 606   ;       ;29            ;
17.10.2008; 603   ; 603   ; 603   ;       ;29            ;
18.10.2008; 595   ; 595   ; 595   ;       ;29            ;
19.10.2008; 597   ; 597   ; 597   ;       ;29            ;
20.10.2008; 596   ; 596   ; 596   ;       ;29            ;
21.10.2008; 595   ; 595   ; 595   ;       ;29            ;
22.10.2008; 594   ; 594   ; 594   ;       ;29            ;
23.10.2008; 592   ; 592   ; 592   ;       ;29            ;
24.10.2008; 594   ; 594   ; 594   ;       ;29            ;
25.10.2008; 593   ; 593   ; 593   ;       ;29            ;
26.10.2008; 593   ; 593   ; 593   ;       ;30            ;
27.10.2008; 582   ; 582   ; 582   ;       ;30            ;
28.10.2008; 576   ; 576   ; 576   ;       ;29            ;
29.10.2008; 571   ; 571   ; 571   ;       ;29            ;
30.10.2008; 569   ; 569   ; 569   ;       ;29            ;
31.10.2008; 568   ; 568   ; 568   ;       ;29            ;
01.11.2008; 568   ; 568   ; 568   ;       ;29            ;
02.11.2008; 568   ; 568   ; 568   ;       ;29            ;
03.11.2008; 569   ; 569   ; 569   ;       ;29            ;
04.11.2008; 569   ; 569   ; 569   ;       ;30            ;
05.11.2008; 568   ; 568   ; 568   ;       ;29            ;
06.11.2008; 568   ; 568   ; 568   ;       ;29            ;
07.11.2008; 569   ; 569   ; 569   ;       ;29            ;
08.11.2008; 569   ; 569   ; 569   ;       ; 9            ;
09.11.2008; 555   ; 555   ; 555   ;       ; 9, 2         ;
10.11.2008; 545   ; 545   ; 545   ;       ; 9, 2         ;
11.11.2008; 539   ; 539   ; 539   ;       ; 9, 2         ;
12.11.2008; 531   ; 531   ; 531   ;       ; 9, 2         ;
13.11.2008; 529   ; 529   ; 529   ;       ; 9, 2         ;
14.11.2008; 524   ; 524   ; 524   ;       ; 9, 2         ;
15.11.2008; 523   ; 523   ; 523   ;       ; 9, 2         ;
16.11.2008; 521   ; 521   ; 521   ;       ; 9, 2         ;
17.11.2008; 519   ; 519   ; 519   ;       ; 9, 2         ;
18.11.2008; 512   ; 512   ; 512   ;       ; 9, 2         ;
19.11.2008; 505   ; 505   ; 505   ;       ; 9, 2         ;
20.11.2008; 522   ; 522   ; 522   ;       ; 9, 2         ;
21.11.2008; 600   ; 600   ; 600   ;       ;14,16         ;
22.11.2008; 594   ; 594   ; 594   ;       ;14,16         ;
23.11.2008; 583   ; 583   ; 583   ;       ;14,16         ;
24.11.2008; 578   ; 578   ; 578   ;       ;14,16         ;
25.11.2008; 578   ; 578   ; 578   ;       ;14,16         ;
26.11.2008; 575   ; 575   ; 575   ;       ;14,16         ;
27.11.2008; 570   ; 570   ; 570   ;       ;14,16         ;
28.11.2008; 569   ; 569   ; 569   ;       ;14,16         ;
29.11.2008; 571   ; 571   ; 571   ;       ;14,16         ;
30.11.2008; 573   ; 573   ; 573   ;       ;14,16         ;
01.12.2008; 574   ; 574   ; 574   ;       ;14,16         ;
02.12.2008; 574   ; 574   ; 574   ;       ;14,16         ;
03.12.2008; 573   ; 573   ; 573   ;       ;14,16         ;
04.12.2008; 574   ; 574   ; 574   ;       ;14,16         ;
05.12.2008; 576   ; 576   ; 576   ;       ;14,16         ;
06.12.2008; 578   ; 578   ; 578   ;       ;14,16         ;
07.12.2008; 578   ; 578   ; 578   ;       ;14,16         ;
08.12.2008; 580   ; 580   ; 580   ;       ;14,16         ;
09.12.2008; 581   ; 581   ; 581   ;       ;14,16         ;
10.12.2008; 581   ; 581   ; 581   ;       ;14,16         ;
11.12.2008; 584   ; 584   ; 584   ;       ;14,16         ;
12.12.2008; 587   ; 587   ; 587   ;       ;14,16         ;
13.12.2008; 591   ; 591   ; 591   ;       ;14,16         ;
14.12.2008; 594   ; 594   ; 594   ;       ;14,16         ;
15.12.2008; 596   ; 596   ; 596   ;       ;14,16         ;
16.12.2008; 598   ; 598   ; 598   ;       ;14,16         ;
17.12.2008; 599   ; 599   ; 599   ;       ;14,16         ;
18.12.2008; 605   ; 605   ; 605   ;       ;14,16         ;
19.12.2008; 611   ; 611   ; 611   ;       ;14,16         ;
20.12.2008; 617   ; 617   ; 617   ;       ;14,16         ;
21.12.2008; 622   ; 622   ; 622   ;       ;14,16         ;
22.12.2008; 626   ; 626   ; 626   ;       ;14,16         ;
23.12.2008; 628   ; 628   ; 628   ;       ;16            ;
24.12.2008; 629   ; 629   ; 629   ;       ;16            ;
25.12.2008; 628   ; 628   ; 628   ;       ;16            ;
26.12.2008; 626   ; 626   ; 626   ;       ;16            ;
27.12.2008; 626   ; 626   ; 626   ;       ;16            ;
28.12.2008; 624   ; 624   ; 624   ;       ;16            ;
29.12.2008; 624   ; 624   ; 624   ;       ;16            ;
30.12.2008; 624   ; 624   ; 624   ;       ;16            ;
31.12.2008; 624   ; 624   ; 624   ;       ;16            ;
01.01.2009; 628   ; 628   ; 628   ;       ;46            ;
02.01.2009; 628   ; 628   ; 628   ;       ;46            ;
03.01.2009; 628   ; 628   ; 628   ;       ;46            ;
04.01.2009; 624   ; 624   ; 624   ;       ;46            ;
05.01.2009; 625   ; 625   ; 625   ;       ;46            ;
06.01.2009; 624   ; 624   ; 624   ;       ;46            ;
07.01.2009; 623   ; 623   ; 623   ;       ;46            ;
08.01.2009; 621   ; 621   ; 621   ;       ;46            ;
09.01.2009; 619   ; 619   ; 619   ;       ;46            ;
10.01.2009; 615   ; 615   ; 615   ;       ;46            ;
11.01.2009; 610   ; 610   ; 610   ;       ;46            ;
12.01.2009; 607   ; 607   ; 607   ;       ;46            ;
13.01.2009; 604   ; 604   ; 604   ;       ;46            ;
14.01.2009; 602   ; 602   ; 602   ;       ;46            ;
15.01.2009; 601   ; 601   ; 601   ;       ;46            ;
16.01.2009; 600   ; 600   ; 600   ;       ;46            ;
17.01.2009; 597   ; 597   ; 597   ;       ;46            ;
18.01.2009; 594   ; 594   ; 594   ;       ;46            ;
19.01.2009; 590   ; 590   ; 590   ;       ;46            ;
20.01.2009; 587   ; 587   ; 587   ;       ;46            ;
21.01.2009; 584   ; 584   ; 584   ;       ;46            ;
22.01.2009; 579   ; 579   ; 579   ;       ;46            ;
23.01.2009; 576   ; 576   ; 576   ;       ;46            ;
24.01.2009; 572   ; 572   ; 572   ;       ;46            ;
25.01.2009; 569   ; 569   ; 569   ;       ;46            ;
26.01.2009; 565   ; 565   ; 565   ;       ;46            ;
27.01.2009; 564   ; 564   ; 564   ;       ;46            ;
28.01.2009; 562   ; 562   ; 562   ;       ;46            ;
29.01.2009; 560   ; 560   ; 560   ;       ;46            ;
30.01.2009; 557   ; 557   ; 557   ;       ;46            ;
31.01.2009; 554   ; 554   ; 554   ;       ;46            ;
01.02.2009; 552   ; 552   ; 552   ;       ;46            ;
02.02.2009; 550   ; 550   ; 550   ;       ;46            ;
03.02.2009; 546   ; 546   ; 546   ;       ;46            ;
04.02.2009; 542   ; 542   ; 542   ;       ;46            ;
05.02.2009; 540   ; 540   ; 540   ;       ;46            ;
06.02.2009; 538   ; 538   ; 538   ;       ;46            ;
07.02.2009; 536   ; 536   ; 536   ;       ;46            ;
08.02.2009; 535   ; 535   ; 535   ;       ;46            ;
09.02.2009; 535   ; 535   ; 535   ;       ;46            ;
10.02.2009; 534   ; 534   ; 534   ;       ;46            ;
11.02.2009; 534   ; 534   ; 534   ;       ;46            ;
12.02.2009; 534   ; 534   ; 534   ;       ;46            ;
13.02.2009; 532   ; 532   ; 532   ;       ;46            ;
14.02.2009; 530   ; 530   ; 530   ;       ;46            ;
15.02.2009; 529   ; 529   ; 529   ;       ;46            ;
16.02.2009; 528   ; 528   ; 528   ;       ;46            ;
17.02.2009; 526   ; 526   ; 526   ;       ;46            ;
18.02.2009; 524   ; 524   ; 524   ;       ;46            ;
19.02.2009; 522   ; 522   ; 522   ;       ;46            ;
20.02.2009; 522   ; 522   ; 522   ;       ;46            ;
21.02.2009; 521   ; 521   ; 521   ;       ;46            ;
22.02.2009; 521   ; 521   ; 521   ;       ;46            ;
23.02.2009; 520   ; 520   ; 520   ;       ;46            ;
24.02.2009; 519   ; 519   ; 519   ;       ;46            ;
25.02.2009; 518   ; 518   ; 518   ;       ;46            ;
26.02.2009; 517   ; 517   ; 517   ;       ;46            ;
27.02.2009; 517   ; 517   ; 517   ;       ;46            ;
28.02.2009; 517   ; 517   ; 517   ;       ;46            ;
01.03.2009; 517   ; 517   ; 517   ;       ;46            ;
02.03.2009; 516   ; 516   ; 516   ;       ;46            ;
03.03.2009; 515   ; 515   ; 515   ;       ;46            ;
04.03.2009; 514   ; 514   ; 514   ;       ;46            ;
05.03.2009; 514   ; 514   ; 514   ;       ;46            ;
06.03.2009; 515   ; 515   ; 515   ;       ;46            ;
07.03.2009; 516   ; 516   ; 516   ;       ;46            ;
08.03.2009; 517   ; 517   ; 517   ;       ;46            ;
09.03.2009; 518   ; 518   ; 518   ;       ;46            ;
10.03.2009; 516   ; 516   ; 516   ;       ;46            ;
11.03.2009; 516   ; 516   ; 516   ;       ;46            ;
12.03.2009; 517   ; 517   ; 517   ;       ;46            ;
13.03.2009; 519   ; 519   ; 519   ;       ;46            ;
